train_number,train_name,station_name,departure,source,destination,created_at
58083,KOCHUVELI MADGAON Passenger,SHAHJEHANPUR,17:39:00,KOCHUVELI,MADGAON,2025-03-19 21:11:54.070612
81132,DARJEELING SIWAN JN Shatabdi,NEW BONGAIGAON,06:26:00,DARJEELING,SIWAN JN,2024-12-06 21:11:54.070612
27843,TAMBARAM BHADRAKH Superfast,BARKAKANA,05:31:00,TAMBARAM,BHADRAKH,2024-09-01 21:11:54.070612
41337,NAGORE Chittoor CITY Local,METTUPALAYAM,09:35:00,NAGORE,Chittoor CITY,2024-10-11 21:11:54.070612
19780,SAINAGAR SHIRDI HARIDWAR JN Passenger,Ludhiana ROAD,19:47:00,SAINAGAR SHIRDI,HARIDWAR JN,2024-10-24 21:11:54.070612
85770,KOLKATA SHALIMAR PACHORA JN Duronto,Allahabad JN,00:04:00,KOLKATA SHALIMAR,PACHORA JN,2025-03-27 21:11:54.070612
65844,VINDHYACHAL NANGAL DAM Duronto,DEVANHALLI,07:17:00,VINDHYACHAL,NANGAL DAM,2025-02-13 21:11:54.070612
13846,MORADABAD TANDUR Local,Meerut CITY,20:28:00,MORADABAD,TANDUR,2024-05-17 21:11:54.070612
39484,CHAKRADHARPUR BHARATPUR JN Duronto,Warangal TERMINUS,23:54:00,CHAKRADHARPUR,BHARATPUR JN,2024-09-09 21:11:54.070612
11806,BAREILLY CITY BALGONA Passenger,PANIPAT JN,23:47:00,BAREILLY CITY,BALGONA,2024-07-11 21:11:54.070612
47038,LATUR VIRAMGAM JN MMTS,TANAKPUR,16:06:00,LATUR,VIRAMGAM JN,2024-09-25 21:11:54.070612
88444,Parbhani TERMINUS YAMUNA BRIDGE AGRA Passenger,BAYANA JN,19:47:00,Parbhani TERMINUS,YAMUNA BRIDGE AGRA,2025-02-11 21:11:54.070612
34519,Ambala CENTRAL PIPAR ROAD JN Local,DEVLALI,01:48:00,Ambala CENTRAL,PIPAR ROAD JN,2025-02-17 21:11:54.070612
55930,MURI SENGOTTAI Local,BHATNI JN,12:56:00,MURI,SENGOTTAI,2025-03-01 21:11:54.070612
16533,MAVLI JN NANJANGUD TOWN Mail,DHONE,00:54:00,MAVLI JN,NANJANGUD TOWN,2024-11-18 21:11:54.070612
44736,SHAKTI NAGAR BITRAGUNTA Intercity,DIVA,12:03:00,SHAKTI NAGAR,BITRAGUNTA,2024-05-07 21:11:54.070612
33866,Raurkela Industrial Township CITY BARHAJ BAZAR MMTS,JHARSUGUDA JN,16:45:00,Raurkela Industrial Township CITY,BARHAJ BAZAR,2025-02-25 21:11:54.070612
94963,Jalgaon ROAD DIGHA FLAG STATION Superfast,SULLURUPETA,16:59:00,Jalgaon ROAD,DIGHA FLAG STATION,2024-05-14 21:11:54.070612
74097,BHADRAN AMRITSAR JN Mail,BOKARO STEEL CITY,04:34:00,BHADRAN,AMRITSAR JN,2025-02-26 21:11:54.070612
19392,Mirzapur CITY Amaravati ROAD Local,BAIJNATH PAPROLA,14:25:00,Mirzapur CITY,Amaravati ROAD,2025-02-05 21:11:54.070612
72920,SUBRAHMANYA ROAD BALHARSHAH Superfast,JAWLMUKHI ROAD,17:47:00,SUBRAHMANYA ROAD,BALHARSHAH,2024-10-14 21:11:54.070612
88623,Machilipatnam TERMINUS Shimoga JN Superfast,Kota CITY,05:03:00,Machilipatnam TERMINUS,Shimoga JN,2025-04-14 21:11:54.071150
83501,DAHANU ROAD SIWAN JN Express,MANGALORE JN,04:31:00,DAHANU ROAD,SIWAN JN,2024-12-09 21:11:54.071150
17587,BULANDSHAHR NARASAPUR Shatabdi,DURG,10:42:00,BULANDSHAHR,NARASAPUR,2024-09-29 21:11:54.071150
48333,Erode JN AGRA FORT Local,Tadipatri CITY,10:53:00,Erode JN,AGRA FORT,2024-04-24 21:11:54.071150
27329,BHAGAT KI KOTHI VERAVAL Superfast,Madhyamgram CITY,02:30:00,BHAGAT KI KOTHI,VERAVAL,2025-01-20 21:11:54.071150
61852,BHUBANESWAR Ramgarh ROAD MMTS,MANGALORE CNTL,13:22:00,BHUBANESWAR,Ramgarh ROAD,2024-07-19 21:11:54.071150
83292,ACHHNERA JN GARHBETA Shatabdi,DIVA,15:55:00,ACHHNERA JN,GARHBETA,2024-07-19 21:11:54.071150
78365,BARI SADRI KATWA Mail,BURHWAL,06:00:00,BARI SADRI,KATWA,2024-07-23 21:11:54.071150
76745,TIRUPATI MAIN RAMAKONA Shatabdi,SURATGARH JN,04:11:00,TIRUPATI MAIN,RAMAKONA,2025-02-09 21:11:54.071150
65091,HAPUR BAREILLY CITY Passenger,TIRUTTANI,09:04:00,HAPUR,BAREILLY CITY,2024-09-27 21:11:54.071150
44909,MANCHIRYAL BALHARSHAH MMTS,BIKANER JN,22:20:00,MANCHIRYAL,BALHARSHAH,2025-01-11 21:11:54.071150
41142,MANKAPUR JN HIMMATNAGAR Duronto,GUWAHATI,06:22:00,MANKAPUR JN,HIMMATNAGAR,2024-05-31 21:11:54.071150
78567,KASGANJ MG KATIHAR JN Rajdhani,BARI SADRI,10:02:00,KASGANJ MG,KATIHAR JN,2024-09-08 21:11:54.071150
18811,DAMOH Dewas TERMINUS MMTS,Chinsurah ROAD,09:10:00,DAMOH,Dewas TERMINUS,2024-09-22 21:11:54.071150
64296,VRIDHACHALAM JN BAREILLY Rajdhani,DEKARGAON,20:49:00,VRIDHACHALAM JN,BAREILLY,2025-02-18 21:11:54.071150
25844,JHARSUGUDA JN MAVLI JN Shatabdi,NAJIBABAD JN,11:02:00,JHARSUGUDA JN,MAVLI JN,2024-09-07 21:11:54.071150
29643,SILGHAT TOWN MANGALORE JN Express,GHAZIABAD,11:37:00,SILGHAT TOWN,MANGALORE JN,2025-02-25 21:11:54.071150
54772,LOWER HAFLONG KHED BRAHMA Shatabdi,KOSAMBA JN,19:55:00,LOWER HAFLONG,KHED BRAHMA,2025-01-09 21:11:54.071150
35695,TANTPUR Moradabad TERMINUS MMTS,KOLKATA CHITPUR,11:56:00,TANTPUR,Moradabad TERMINUS,2024-11-30 21:11:54.071150
40138,ARSIKERE JN BHATNI JN MMTS,AURANGABAD,07:47:00,ARSIKERE JN,BHATNI JN,2025-01-02 21:11:54.071150
51851,KOLKATA CHITPUR Nadiad JN Superfast,GEDE,09:07:00,KOLKATA CHITPUR,Nadiad JN,2024-10-14 21:11:54.071150
76950,AMBIKAPUR ROZA JN Passenger,Kolkata CENTRAL,20:14:00,AMBIKAPUR,ROZA JN,2024-08-29 21:11:54.071150
22728,MAILANI BILIMORA JN Shatabdi,WARDHA JN,00:43:00,MAILANI,BILIMORA JN,2024-05-07 21:11:54.071150
48288,MYSORE JN RAICHUR Express,CASTLE ROCK,02:04:00,MYSORE JN,RAICHUR,2024-12-09 21:11:54.071150
27817,NAGARSOL KAMAKHYA Local,JHARSUGUDA JN,04:14:00,NAGARSOL,KAMAKHYA,2024-07-13 21:11:54.071150
59753,UDHAMPUR Kalyan-Dombivli TERMINUS Duronto,MIRAJ JN,09:20:00,UDHAMPUR,Kalyan-Dombivli TERMINUS,2024-06-16 21:11:54.071150
49480,MEERUT CANT PACHORA JN Passenger,MERTA ROAD JN,12:36:00,MEERUT CANT,PACHORA JN,2024-05-08 21:11:54.071150
43246,JABALPUR ETAH Rajdhani,Karawal Nagar CENTRAL,13:38:00,JABALPUR,ETAH,2025-01-23 21:11:54.071150
95824,PURNA JN KOZHIKODE Local,DAUND JN,07:27:00,PURNA JN,KOZHIKODE,2025-02-27 21:11:54.071150
91090,REPALLE KOLLAM JN MMTS,Bikaner ROAD,07:26:00,REPALLE,KOLLAM JN,2025-02-15 21:11:54.071150
33158,BOLPUR SHANTINIKETAN BANGALORE CANT Shatabdi,DHARMABAD,19:38:00,BOLPUR SHANTINIKETAN,BANGALORE CANT,2024-12-08 21:11:54.071150
85185,AHMEDABAD JN MAHBUBNAGAR Express,KOSI KALAN,02:06:00,AHMEDABAD JN,MAHBUBNAGAR,2025-01-14 21:11:54.071150
78844,Sonipat CITY SONARPUR JUNCTION Duronto,NAUTANWA,05:14:00,Sonipat CITY,SONARPUR JUNCTION,2025-04-20 21:11:54.071150
59664,SIRPUR TOWN KHAGARIA JN Duronto,Bidar TERMINUS,07:46:00,SIRPUR TOWN,KHAGARIA JN,2024-12-23 21:11:54.071150
38918,Uluberia CITY LUDHIANA JN Express,SINDRI TOWN,00:14:00,Uluberia CITY,LUDHIANA JN,2025-04-09 21:11:54.071150
90513,BUXAR Ghaziabad CITY MMTS,CHITRAKUTDHAM KARWI,13:41:00,BUXAR,Ghaziabad CITY,2024-11-25 21:11:54.071150
63828,JIND JN VIKARABAD JN Express,Udupi CENTRAL,16:31:00,JIND JN,VIKARABAD JN,2025-03-31 21:11:54.071150
21843,KESINGA KANALAS JN Passenger,MACHERLA,05:34:00,KESINGA,KANALAS JN,2024-11-07 21:11:54.071150
60761,HAJIPUR JN SADULPUR JUNCTION Local,MANKAPUR JN,12:58:00,HAJIPUR JN,SADULPUR JUNCTION,2024-09-25 21:11:54.071150
93227,RAJKOT JN RADHIKAPUR Passenger,Orai ROAD,21:14:00,RAJKOT JN,RADHIKAPUR,2025-03-25 21:11:54.071150
84981,BIRAMITRAPUR ATARI Superfast,SHAHDOL,01:16:00,BIRAMITRAPUR,ATARI,2024-10-12 21:11:54.071150
14701,Rajahmundry TERMINUS MAVLI JN Mail,JAUNPUR JN,05:54:00,Rajahmundry TERMINUS,MAVLI JN,2025-04-02 21:11:54.071150
44472,AUNRIHAR JN MAHESANA JN Mail,VADODARA JN,09:30:00,AUNRIHAR JN,MAHESANA JN,2024-10-20 21:11:54.071150
46272,MARWAR JN SAGAULI JN Local,RAMAKONA,01:42:00,MARWAR JN,SAGAULI JN,2025-01-18 21:11:54.071150
60281,MADHUPUR JN ALLAHABAD JN Passenger,AGARTALA,17:39:00,MADHUPUR JN,ALLAHABAD JN,2024-05-17 21:11:54.071150
34298,Latur CITY LATUR Superfast,CHITTARANJAN,17:31:00,Latur CITY,LATUR,2024-06-09 21:11:54.071150
50370,LOHIAN KHAS JN BAYANA JN Rajdhani,CHITTARANJAN,05:41:00,LOHIAN KHAS JN,BAYANA JN,2025-02-04 21:11:54.071150
68776,ARVI BHILAD Superfast,BARDDHAMAN JN,13:05:00,ARVI,BHILAD,2025-04-23 21:11:54.071150
51151,JABALPUR MOKAMEH JN Rajdhani,JAJPUR KEONJHAR ROAD,07:28:00,JABALPUR,MOKAMEH JN,2024-12-10 21:11:54.071150
84924,Bhavnagar ROAD DHAULPUR MMTS,THANJAVUR,18:59:00,Bhavnagar ROAD,DHAULPUR,2025-03-04 21:11:54.071680
76404,AISHBAGH NADIAD JN Rajdhani,ALLAHABAD CITY,02:09:00,AISHBAGH,NADIAD JN,2025-01-23 21:11:54.071680
44548,BALURGHAT NANGAL DAM Intercity,CHALISGAON JN,22:01:00,BALURGHAT,NANGAL DAM,2024-04-25 21:11:54.071680
77722,PONNERI Karaikudi TERMINUS Passenger,BIRAMITRAPUR,20:59:00,PONNERI,Karaikudi TERMINUS,2024-12-27 21:11:54.071680
21305,METTUPALAYAM DIAMOND HARBOUR Intercity,JETALSAR JN,00:59:00,METTUPALAYAM,DIAMOND HARBOUR,2024-08-22 21:11:54.071680
20136,GEDE SAMBHAL HATIM SARAI Mail,VIJAYAWADA JN,12:29:00,GEDE,SAMBHAL HATIM SARAI,2024-05-06 21:11:54.071680
99457,Alappuzha JN Amritsar TERMINUS Mail,ANAND VIHAR TRM,12:22:00,Alappuzha JN,Amritsar TERMINUS,2025-01-29 21:11:54.071680
83197,SHIMLA Eluru JN MMTS,JHAJHA,17:46:00,SHIMLA,Eluru JN,2025-04-16 21:11:54.071680
23570,JAMMU TAWI Patna JN Local,PATLIPUTRA,20:57:00,JAMMU TAWI,Patna JN,2024-06-16 21:11:54.071680
62967,ANAND VIHAR TRM POLLACHI JN Local,Tadipatri TERMINUS,00:41:00,ANAND VIHAR TRM,POLLACHI JN,2024-11-22 21:11:54.071680
34022,Kolhapur CITY MANDUADIH Superfast,MIRAJ JN,19:52:00,Kolhapur CITY,MANDUADIH,2025-04-02 21:11:54.071680
39521,BAPUDHAM MOTIHARI NEPALGANJ ROAD Duronto,BALAGHAT JUNCTION,22:29:00,BAPUDHAM MOTIHARI,NEPALGANJ ROAD,2024-09-28 21:11:54.071680
37075,DURG JAMMU TAWI Intercity,MIYAGAM KARJAN,13:24:00,DURG,JAMMU TAWI,2025-03-25 21:11:54.071680
39797,LUCKNOW BHATINDA JN Rajdhani,Katni ROAD,04:07:00,LUCKNOW,BHATINDA JN,2025-03-28 21:11:54.071680
67776,JOGINDER NAGAR RATHOPUR Superfast,KARWAR,19:08:00,JOGINDER NAGAR,RATHOPUR,2025-03-08 21:11:54.071680
10865,SILCHAR KOLLAM JN Mail,BILASPUR JN,17:47:00,SILCHAR,KOLLAM JN,2025-01-09 21:11:54.071680
82646,RAIGARH ARA MMTS,AUNRIHAR JN,21:05:00,RAIGARH,ARA,2024-10-17 21:11:54.071680
36145,PATNA JN DHURI JN Express,BALAGHAT JUNCTION,18:42:00,PATNA JN,DHURI JN,2025-02-26 21:11:54.071680
19868,Raebareli JN CHAKRADHARPUR Passenger,LUMDING JN,15:36:00,Raebareli JN,CHAKRADHARPUR,2024-08-12 21:11:54.071680
78687,CHANDAUSI JN DHASA JN Shatabdi,LATUR,01:37:00,CHANDAUSI JN,DHASA JN,2024-08-21 21:11:54.071680
95022,SULTANPUR Bettiah ROAD Passenger,Surendranagar Dudhrej ROAD,01:35:00,SULTANPUR,Bettiah ROAD,2024-11-03 21:11:54.071680
47615,CHIK BALLAPUR MANNARGUDI Duronto,NERAL,21:34:00,CHIK BALLAPUR,MANNARGUDI,2024-10-16 21:11:54.071680
40181,BELGAUM NIZAMABAD Rajdhani,NEW BONGAIGAON,03:20:00,BELGAUM,NIZAMABAD,2024-05-16 21:11:54.071680
45007,Berhampore TERMINUS NARKATIAGANJ JN MMTS,MEERUT CANT,11:59:00,Berhampore TERMINUS,NARKATIAGANJ JN,2025-04-07 21:11:54.071680
43339,Rewa ROAD PALGHAT TOWN Superfast,TIRUPATI MAIN,23:11:00,Rewa ROAD,PALGHAT TOWN,2024-11-06 21:11:54.071680
50276,GURUVAYUR BAIDYANATHDHAM DEOGHAR Intercity,CHUNAR,15:17:00,GURUVAYUR,BAIDYANATHDHAM DEOGHAR,2024-05-01 21:11:54.071680
96757,FATEHPUR ANAND VIHAR TRM Passenger,AVADI,16:33:00,FATEHPUR,ANAND VIHAR TRM,2025-04-19 21:11:54.071680
52958,ALLAHABAD JN MIRZAPALI MMTS,KATWA,20:43:00,ALLAHABAD JN,MIRZAPALI,2025-03-21 21:11:54.071680
75833,GUNUPUR JAMALPUR JN Local,Bongaigaon ROAD,12:56:00,GUNUPUR,JAMALPUR JN,2024-07-09 21:11:54.071680
33236,CHITRAKUTDHAM KARWI CHANDA FORT Local,Suryapet JN,08:58:00,CHITRAKUTDHAM KARWI,CHANDA FORT,2025-04-05 21:11:54.071680
85426,BHOJUDIH JUNCTION DIMAPUR MMTS,Bidhannagar JN,10:28:00,BHOJUDIH JUNCTION,DIMAPUR,2025-02-23 21:11:54.071680
23838,BODHAN KASHIPUR Express,VIRAMGAM JN,09:26:00,BODHAN,KASHIPUR,2025-04-23 21:11:54.071680
10778,GARWA ROAD MEERUT CITY Superfast,Ahmedabad CENTRAL,18:42:00,GARWA ROAD,MEERUT CITY,2025-02-11 21:11:54.071680
48876,VARANASI CITY GONDA JN Shatabdi,DARBHANGA JN,13:04:00,VARANASI CITY,GONDA JN,2024-05-06 21:11:54.071680
50298,FAZILKA CHIRMIRI Express,KAMAREDDI,16:34:00,FAZILKA,CHIRMIRI,2025-03-09 21:11:54.071680
75943,Allahabad ROAD Akola CITY Intercity,SHIMOGA TOWN,23:06:00,Allahabad ROAD,Akola CITY,2024-07-23 21:11:54.071680
36141,NADIAD JN SALEMPUR JN Rajdhani,BADARPUR JN,23:48:00,NADIAD JN,SALEMPUR JN,2025-01-09 21:11:54.071680
19136,BHIWANI GOMOH JN Shatabdi,JAMMU TAWI,15:25:00,BHIWANI,GOMOH JN,2024-09-14 21:11:54.071680
92562,VIJAYAWADA JN DHAMTARI MMTS,AMBALA CANT JN,14:14:00,VIJAYAWADA JN,DHAMTARI,2024-12-26 21:11:54.071680
57380,GAJRAULA JN RAJIM MMTS,BANGALORE CANT,06:41:00,GAJRAULA JN,RAJIM,2024-06-16 21:11:54.071680
24259,DHOLA JN Jalandhar TERMINUS Superfast,MANDLA FORT,03:41:00,DHOLA JN,Jalandhar TERMINUS,2025-04-02 21:11:54.071680
94499,GARHBETA MUMBAI DADAR WEST MMTS,KARIMGANJ JUNCTION,10:31:00,GARHBETA,MUMBAI DADAR WEST,2024-12-31 21:11:54.071680
88943,BARHARWA JN HUBLI JN Passenger,MUGHAL SARAI JN,12:47:00,BARHARWA JN,HUBLI JN,2024-05-11 21:11:54.071680
91882,KAYANKULAM JN BARWADIH JN Shatabdi,MURLIGANJ,10:08:00,KAYANKULAM JN,BARWADIH JN,2025-02-27 21:11:54.071680
68928,AMRITSAR JN BELLARY JN Local,Patna CITY,06:14:00,AMRITSAR JN,BELLARY JN,2025-03-25 21:11:54.071680
72292,ACHHNERA JN Durg CITY Passenger,Dehradun CITY,12:48:00,ACHHNERA JN,Durg CITY,2025-03-31 21:11:54.071680
23508,Phagwara ROAD RATNAGIRI Passenger,WAGHAI,20:54:00,Phagwara ROAD,RATNAGIRI,2024-08-13 21:11:54.072210
18203,BELGAUM RAMTEK Intercity,TIRUMALPUR,17:11:00,BELGAUM,RAMTEK,2024-08-16 21:11:54.072210
68509,CHENNAI CENTRAL BARHAJ BAZAR MMTS,SULTANPUR,09:04:00,CHENNAI CENTRAL,BARHAJ BAZAR,2024-09-28 21:11:54.072210
15511,NARKATIAGANJ JN JAUNPUR JN Mail,NEW ALIPURDAUR,21:01:00,NARKATIAGANJ JN,JAUNPUR JN,2024-12-08 21:11:54.072210
65753,Nagercoil ROAD REWA Passenger,TILAK BRIDGE,13:16:00,Nagercoil ROAD,REWA,2025-01-20 21:11:54.072210
65396,Sasaram JN KHANDWA Passenger,SIKAR JUNCTION,05:29:00,Sasaram JN,KHANDWA,2025-03-04 21:11:54.072210
11864,MANIHARI GIRIDIH MMTS,CHIRMIRI,03:30:00,MANIHARI,GIRIDIH,2025-02-16 21:11:54.072210
65387,SASARAM BARHARWA JN MMTS,UNA HIMACHAL,17:54:00,SASARAM,BARHARWA JN,2024-06-27 21:11:54.072210
44884,Tezpur JN TIRUMALPUR Rajdhani,KATNI MURWARA,20:47:00,Tezpur JN,TIRUMALPUR,2024-11-05 21:11:54.072210
65070,DHAULPUR GOOTY JN Mail,Chinsurah CITY,11:01:00,DHAULPUR,GOOTY JN,2024-06-19 21:11:54.072210
13938,MATHERAN MANUGURU Rajdhani,SONARPUR JUNCTION,09:22:00,MATHERAN,MANUGURU,2024-08-05 21:11:54.072210
42302,Orai ROAD ATARI MMTS,BALHARSHAH,09:27:00,Orai ROAD,ATARI,2024-10-08 21:11:54.072210
74611,ROHTAK JN INDORE JUNCTION MG Rajdhani,LUCKNOW JN,11:41:00,ROHTAK JN,INDORE JUNCTION MG,2024-09-12 21:11:54.072210
58425,KOLKATA SEALDAH DHONE Mail,NANJANGUD TOWN,03:34:00,KOLKATA SEALDAH,DHONE,2025-02-04 21:11:54.072210
11679,Sonipat TERMINUS Korba JN Duronto,ADILABAD,18:51:00,Sonipat TERMINUS,Korba JN,2024-09-18 21:11:54.072210
99118,MALSAR PALAKKAD Superfast,VERNA,08:21:00,MALSAR,PALAKKAD,2025-01-01 21:11:54.072210
18956,RAGHUNATHPUR KASGANJ MG Shatabdi,BELLARY JN,06:50:00,RAGHUNATHPUR,KASGANJ MG,2024-05-19 21:11:54.072210
25645,SIKAR JUNCTION CHENNAI BEACH Rajdhani,BHADRACHALAM ROAD,01:25:00,SIKAR JUNCTION,CHENNAI BEACH,2025-01-02 21:11:54.072210
19523,BHOJUDIH JUNCTION DILDARNAGAR JN MMTS,SHEOPUR KALAN,15:50:00,BHOJUDIH JUNCTION,DILDARNAGAR JN,2025-02-07 21:11:54.072210
60657,BHATINDA JN Srikakulam JN Intercity,VASCO DA GAMA,13:57:00,BHATINDA JN,Srikakulam JN,2024-08-12 21:11:54.072210
75852,TAMBARAM Kalyan-Dombivli TERMINUS Shatabdi,SHAHDOL,00:13:00,TAMBARAM,Kalyan-Dombivli TERMINUS,2025-01-18 21:11:54.072210
80809,SABARMATI JN Bilaspur CITY Superfast,MANNARGUDI,00:54:00,SABARMATI JN,Bilaspur CITY,2024-10-21 21:11:54.072210
17062,PATHANKOT KURNOOL TOWN Mail,BARHAJ BAZAR,16:58:00,PATHANKOT,KURNOOL TOWN,2025-03-31 21:11:54.072210
62034,Imphal CITY CHHINDWARA JUNCTION MMTS,MAKSI,00:30:00,Imphal CITY,CHHINDWARA JUNCTION,2024-09-25 21:11:54.072210
59431,NAINPUR JUNCTION Malegaon CENTRAL Superfast,Guna ROAD,06:19:00,NAINPUR JUNCTION,Malegaon CENTRAL,2025-04-12 21:11:54.072210
86448,PORBANDAR ROHTAK JN Rajdhani,MALDA TOWN,09:48:00,PORBANDAR,ROHTAK JN,2024-10-10 21:11:54.072210
69751,MEERUT CANT THIRUVARUR JN Duronto,CANNING,12:14:00,MEERUT CANT,THIRUVARUR JN,2025-01-15 21:11:54.072210
72779,SURATGARH JN MEMARI Duronto,THAWE JUNCTION,16:07:00,SURATGARH JN,MEMARI,2024-07-17 21:11:54.072210
51323,TIRUTTANI MARWAR JN Intercity,BERHAMPORE COURT,03:01:00,TIRUTTANI,MARWAR JN,2025-03-27 21:11:54.072210
11634,GULBARGA NAMKHANA Local,PANIPAT JN,00:51:00,GULBARGA,NAMKHANA,2024-06-30 21:11:54.072210
95520,GANDHIDHAM BG Akola TERMINUS Shatabdi,BAGALKOT,11:00:00,GANDHIDHAM BG,Akola TERMINUS,2024-11-17 21:11:54.072210
69056,MAHESANA JN Latur ROAD Passenger,TARIGHAT,13:28:00,MAHESANA JN,Latur ROAD,2025-04-02 21:11:54.072210
78327,HIMMATNAGAR KOLKATA SHALIMAR Shatabdi,Bhalswa Jahangir Pur JN,23:42:00,HIMMATNAGAR,KOLKATA SHALIMAR,2024-06-29 21:11:54.072210
20715,Phusro CENTRAL SILCHAR Passenger,PARTAPGARH JN,08:59:00,Phusro CENTRAL,SILCHAR,2024-10-29 21:11:54.072210
60308,PUNALUR Munger ROAD Rajdhani,RAJULA CITY,04:37:00,PUNALUR,Munger ROAD,2024-08-30 21:11:54.072210
80000,BAREILLY GOMOH JN MMTS,Hyderabad CENTRAL,15:25:00,BAREILLY,GOMOH JN,2024-11-17 21:11:54.072210
31284,KASHIPUR CHAMARAJANAGAR Duronto,Kulti TERMINUS,11:18:00,KASHIPUR,CHAMARAJANAGAR,2025-04-13 21:11:54.072210
84542,NEW ALIPURDAUR NAGORE Duronto,Alwar CENTRAL,03:59:00,NEW ALIPURDAUR,NAGORE,2025-01-13 21:11:54.072210
94862,Bhatpara TERMINUS TIRUNELVELI Local,TIRUTTANI,22:00:00,Bhatpara TERMINUS,TIRUNELVELI,2025-02-10 21:11:54.072210
28326,VARANASI CITY AGRA FORT Rajdhani,CHITTOOR,19:00:00,VARANASI CITY,AGRA FORT,2025-01-07 21:11:54.072210
73459,PALWAL RAMAKONA MMTS,BETUL,13:39:00,PALWAL,RAMAKONA,2024-07-16 21:11:54.072210
64904,BHANVAD Jalgaon CENTRAL Express,Bilaspur ROAD,10:55:00,BHANVAD,Jalgaon CENTRAL,2024-08-17 21:11:54.072210
33313,HUBLI JN TANDUR Express,MARIANI JN,01:18:00,HUBLI JN,TANDUR,2024-09-03 21:11:54.072740
22680,CHANDA FORT KOLKATA SEALDAH Local,NANDOL DEHEGAM,06:51:00,CHANDA FORT,KOLKATA SEALDAH,2024-12-24 21:11:54.072740
16310,SITAPUR CITY Faridabad CENTRAL Local,BELGAUM,23:02:00,SITAPUR CITY,Faridabad CENTRAL,2024-07-30 21:11:54.072740
38657,LAKHIMPUR SULTANPUR Shatabdi,KENDUJHARGARH,17:52:00,LAKHIMPUR,SULTANPUR,2024-08-07 21:11:54.072740
82896,Avadi CENTRAL OLD DELHI Intercity,Tiruchirappalli CENTRAL,21:14:00,Avadi CENTRAL,OLD DELHI,2024-06-10 21:11:54.072740
22894,NANDURBAR MUZAFFARPUR JN Shatabdi,BAYANA JN,04:54:00,NANDURBAR,MUZAFFARPUR JN,2024-11-30 21:11:54.072740
93870,NERAL KANPUR CENTRAL Shatabdi,HAPA,06:36:00,NERAL,KANPUR CENTRAL,2024-06-03 21:11:54.072740
72037,DHULE TIRUPATTUR JN Superfast,GUDUR JN,18:56:00,DHULE,TIRUPATTUR JN,2024-09-16 21:11:54.072740
88367,TENALI JN BHANVAD Shatabdi,PANDHARPUR,02:25:00,TENALI JN,BHANVAD,2025-03-08 21:11:54.072740
67061,Ahmednagar CITY PANIPAT JN MMTS,MURLIGANJ,21:46:00,Ahmednagar CITY,PANIPAT JN,2025-04-10 21:11:54.072740
10072,VIJAYAWADA JN Gopalpur TERMINUS Intercity,TIRUPATTUR JN,06:37:00,VIJAYAWADA JN,Gopalpur TERMINUS,2025-04-18 21:11:54.072740
61412,Purnia TERMINUS MAU JN Mail,HINDUPUR,22:05:00,Purnia TERMINUS,MAU JN,2024-10-11 21:11:54.072740
74766,BAGALKOT Dhule CITY Rajdhani,CHENNAI EGMORE,13:15:00,BAGALKOT,Dhule CITY,2025-02-01 21:11:54.072740
34159,TIRUCHENDUR Siliguri CITY Passenger,TIRUPATTUR JN,23:27:00,TIRUCHENDUR,Siliguri CITY,2024-07-20 21:11:54.072740
14423,Chittoor ROAD RAJULA CITY Rajdhani,SITAPUR CITY,17:59:00,Chittoor ROAD,RAJULA CITY,2024-11-18 21:11:54.072740
91023,AMBIKAPUR BHOPAL JN Express,RANCHI,02:12:00,AMBIKAPUR,BHOPAL JN,2025-02-09 21:11:54.072740
83830,NANDOL DEHEGAM MYSORE JN Duronto,FARUKHNAGAR,18:24:00,NANDOL DEHEGAM,MYSORE JN,2024-05-11 21:11:54.072740
18122,TATANAGAR JN TINSUKIA JUNCTION Express,BHIKHNA THORI,13:02:00,TATANAGAR JN,TINSUKIA JUNCTION,2024-05-24 21:11:54.072740
13631,Kolhapur TERMINUS MANNARGUDI Rajdhani,CUDDALORE PORT,22:45:00,Kolhapur TERMINUS,MANNARGUDI,2024-09-24 21:11:54.072740
26301,PATAN GAYA JN Local,BOKARO STEEL CITY,04:40:00,PATAN,GAYA JN,2024-07-23 21:11:54.072740
71682,LUCKNOW LAL KUAN Express,DEVANHALLI,06:35:00,LUCKNOW,LAL KUAN,2024-11-03 21:11:54.072740
75877,BARMER AJMER JN Rajdhani,RAMNAGAR,10:51:00,BARMER,AJMER JN,2024-08-18 21:11:54.072740
42508,WARDHA JN MAU JN Passenger,Guwahati CENTRAL,06:16:00,WARDHA JN,MAU JN,2024-08-23 21:11:54.072740
60717,LALGARH JN MAHESANA JN MMTS,BARAUNI JN,16:37:00,LALGARH JN,MAHESANA JN,2024-12-22 21:11:54.072740
14621,MARIANI JN Sasaram TERMINUS Intercity,SHIKOHABAD JN,04:28:00,MARIANI JN,Sasaram TERMINUS,2024-12-11 21:11:54.072740
55601,NARASAPUR ROZA JN MMTS,ERODE JN,03:18:00,NARASAPUR,ROZA JN,2024-12-29 21:11:54.072740
55135,SURAT Nanded CITY Express,Junagadh JN,20:51:00,SURAT,Nanded CITY,2024-12-28 21:11:54.072740
62777,Mumbai ROAD HARIHAR Duronto,Satara ROAD,23:59:00,Mumbai ROAD,HARIHAR,2024-05-19 21:11:54.072740
